"Italy","Faroe Islands",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Italy","Greenland",0,0,0,0,1,0,1,0,0,0,1,0,2,3,1,1,2
"Italy","Albania",0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
"Italy","Andorra",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"Italy","Belarus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Belgium",2,1,0,1,2,3,2,4,12,11,12,9,11,8,12,11,13
"Italy","Bosnia and Herzegovina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Bulgaria",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
"Italy","Cyprus",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"Italy","GDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Estonia",0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0
"Italy","Finland",0,0,0,0,0,1,1,1,1,2,1,4,1,0,3,1,3
"Italy","France",0,3,7,3,5,8,8,10,12,10,14,15,18,19,24,29,22
"Italy","Greece",1,0,0,0,0,0,0,1,2,3,1,1,0,7,1,2,0
"Italy","Ireland",0,0,0,0,1,1,2,2,2,6,6,10,4,7,6,12,7
"Italy","Iceland",1,0,0,0,1,0,0,0,0,1,0,3,2,1,0,0,1
"Italy","Italy",331,393,591,562,495,517,614,858,719,809,1029,1118,920,769,722,903,1083
"Italy","Yugoslavia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Yugoslavia, Federal Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Kosovo",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Italy","Croatia",0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,2,1
"Italy","Latvia",0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2
"Italy","Liechtenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Lithuania",0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1
"Italy","Luxembourg",0,0,0,0,0,0,3,0,1,0,3,2,3,3,2,0,0
"Italy","Malta",0,0,0,0,0,1,0,0,0,2,3,1,1,2,0,2,1
"Italy","Moldova",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Italy","Monaco",0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0
"Italy","Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Netherlands",1,0,3,4,4,3,2,8,11,22,8,29,20,12,26,22,39
"Italy","Northern Ireland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Republic of North Macedonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Norway",3,4,0,2,1,6,2,7,7,3,6,7,6,12,6,27,10
"Italy","Poland",0,0,1,0,1,0,1,1,0,1,1,2,5,4,5,0,2
"Italy","Portugal",0,0,0,0,2,0,0,0,3,3,7,3,4,4,4,4,4
"Italy","Romania",0,0,0,0,0,0,0,0,4,0,2,3,0,4,4,2,3
"Italy","Russia",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Italy","San Marino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Italy","Switzerland",0,7,4,10,6,11,3,13,8,10,14,15,23,26,27,21,38
"Italy","Serbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Italy","Serbia and Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Slovakia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Italy","Slovenia",0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0
"Italy","Soviet Union",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Spain",4,3,6,9,11,8,8,12,18,16,27,27,23,44,52,103,122
"Italy","United Kingdom",8,10,3,6,12,15,20,18,28,43,36,41,55,33,26,37,22
"Italy","Sweden",10,7,13,11,7,8,12,11,13,22,24,22,15,20,22,33,57
"Italy","Czech Republic",0,0,0,0,2,1,1,0,0,2,0,3,3,0,4,4,1
"Italy","Czechoslovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Turkey",0,1,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0
"Italy","Germany",9,12,4,15,13,15,28,23,17,27,26,34,32,31,36,41,44
"Italy","Ukraine",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Italy","Hungary",0,0,0,0,0,0,1,1,0,0,1,1,3,0,1,2,0
"Italy","Vatican City State",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Austria",1,1,2,0,4,2,1,1,0,4,4,6,3,7,3,7,8
"Italy","Europe not stated",0,0,0,0,0,0,0,0,0,2,1,0,4,2,4,4,3
"Italy","Algeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Angola",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Italy","Benin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Burkina Faso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Burundi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Cameroon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Congo, Democratic Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Congo, Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Djibouti",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Italy","Egypt",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Italy","Ivory Coast",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Italy","Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Eswantini",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
"Italy","Ethiopia",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Italy","Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Ghana",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0
"Italy","Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Kenya",0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0
"Italy","Lesotho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Libya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Italy","Mali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Italy","Morocco",3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Italy","Mauritania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Mauritius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Mozambique",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Italy","Namibia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Nigeria",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"Italy","Reunion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Rwanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Senegal",0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"Italy","Seychelles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Sierra Leone",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Italy","Saint Helena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Italy","Spanish territories in Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","South Africa",0,1,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0
"Italy","South Sudan",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Italy","Southwest Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Tanzania",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Italy","Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Togo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Tunisia",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Italy","Uganda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Zambia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Zimbabwe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Africa not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Canada",1,2,1,5,0,0,1,6,3,6,6,9,4,8,3,4,5
"Italy","USA",3,7,4,13,7,9,11,10,18,29,41,27,24,11,22,27,33
"Italy","North America not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Antigua and Barbuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Argentina",1,5,2,4,4,2,5,7,8,7,11,22,64,59,109,271,226
"Italy","Aruba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Bahamas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Barbados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Belize",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Bermuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Bolivia",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"Italy","Brazil",2,0,4,2,9,8,11,18,8,9,21,18,10,10,15,15,17
"Italy","British West Indies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Chile",0,0,0,0,0,2,2,2,1,1,8,3,5,6,2,3,0
"Italy","Colombia",0,0,0,0,0,1,2,0,0,1,0,1,0,2,1,2,3
"Italy","Costa Rica",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"Italy","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Curacao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Dominican Republic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Italy","Ecuador",0,0,1,0,0,1,1,1,0,0,0,2,1,1,1,0,0
"Italy","El Salvador",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Italy","Falkland Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","French Guiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","French West Indies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Grenada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Guadeloupe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Guatemala",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Italy","Guyana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Haiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Honduras",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Jamaica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Martinique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Mexico",2,0,1,0,5,1,4,1,1,1,1,1,1,3,0,2,1
"Italy","Nauru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Netherlands Antilles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Nicaragua",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Italy","Panama",0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0
"Italy","Paraguay",0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,1
"Italy","Peru",0,2,1,0,0,0,0,1,1,0,1,0,1,0,0,5,3
"Italy","Puerto Rico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Saint Kitts and Nevis",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Italy","Saint Lucia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Saint Vincent and the Grenadines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Suriname",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Trinidad and Tobago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Uruguay",0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,9,1
"Italy","Venezuela",1,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0
"Italy","West Indies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","South and central America not stated",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Italy","Abu Dhabi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Afghanistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Armenia",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Italy","Azerbaijan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Bahrain",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Bangladesh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Italy","Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Brunei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Italy","Dubai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Philippines",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
"Italy","United Arab Emirates",1,1,1,2,0,1,4,1,0,0,2,2,3,1,6,1,8
"Italy","Gaza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Hong Kong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","India",0,0,3,0,0,0,2,2,0,5,2,4,2,1,0,0,1
"Italy","Indochina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Indonesia",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"Italy","Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Iran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Israel",0,0,0,0,1,0,0,1,2,1,2,2,3,0,2,2,1
"Italy","Japan",0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,2,2
"Italy","Jordan",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Italy","Kazakhstan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Italy","China",1,0,0,4,3,2,2,4,6,4,2,8,6,5,0,2,0
"Italy","Kyrgyzstan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Kuwait",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Laos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Lebanon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Malaysia",0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
"Italy","Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Middle East not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Italy","Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Nepal",0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1
"Italy","North Korea",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Italy","North Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Oman",0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
"Italy","Pakistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Palestine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Qatar",0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,1,0
"Italy","Saudi Arabia",0,0,1,1,0,0,1,1,6,0,1,0,0,0,0,0,8
"Italy","Sikkim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Singapore",0,0,0,0,1,1,0,1,3,1,3,0,8,2,1,3,0
"Italy","Sri Lanka",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Italy","South Korea",0,0,0,0,0,0,1,1,1,1,1,2,1,0,1,4,2
"Italy","Syria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Tajikistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Taiwan",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
"Italy","Thailand",0,1,0,0,1,0,1,1,0,2,0,1,3,2,3,0,2
"Italy","Trucial Oman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Turkmenistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Uzbekistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","West Bank",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","West bank and Gaza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Vietnam",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Italy","Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","East Jerusalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Asia not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Italy","Australia",1,2,5,2,2,8,7,7,7,7,9,12,26,13,3,72,53
"Italy","Cook Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","French territories in the Pacific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Kiribati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Marshall Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","New Zealand",1,0,0,0,1,0,2,2,0,1,1,2,4,1,0,12,18
"Italy","Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Solomon Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Tonga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Tuvalu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Vanuatu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","East Timor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Pacific Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Stateless",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italy","Not stated",71,72,137,79,217,89,144,219,222,175,245,220,469,476,302,336,418
